,Unnamed: 0,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,Clusterlabel,SalePrice
621,637,2,3.9318256327243257,8.699681400989514,2,1,2,1,1,118250.0,3,1,2,5,4,1954,1954,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.699500340161678,6.699500340161678,3,3,1,2,6.3578422665081,7.23561914106675,3,1.0986122886681098,4,7,8,0,0,3,1954.0,1,256,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,11,2009,2,1,0.0,2.0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11.440365524765756
622,638,3,4.219507705176107,9.080003870248179,2,1,2,1,1,121250.0,2,2,3,5,7,1910,1950,2,4,2,1,0.0,3,3,1,2,3,1,1,0.0,1,0.0,6.680854678790215,6.680854678790215,3,4,1,2,0.0,6.680854678790215,2,0.6931471805599453,3,4,8,0,0,1,1910.0,0,0,0,0,2,5.796057750765373,0.0,5.105945473900579,0.0,0.0,3,2,5,2008,2,1,0.0,1.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11.350418300109133
623,639,3,3.9889840465642745,8.289790583181642,2,1,2,1,1,191000.0,3,2,3,8,5,2006,2006,3,3,2,1,0.0,4,3,3,4,4,2,6,7.051855622955893,1,0.0,5.9053618480545715,7.327123292259293,3,5,1,3,0.0,7.357556200910352,1,0.6931471805599453,5,7,8,1,4,2,2006.0,3,648,3,3,3,5.746203190540153,0.0,0.0,0.0,0.0,0,2,10,2006,3,2,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.485830907348902
624,640,3,4.143134726391533,9.447623486844114,2,2,2,1,1,314906.5,3,2,3,8,5,2003,2004,3,4,2,2,6.159095388491932,5,3,3,5,3,3,6,7.105786129481271,1,0.0,5.7071102647488745,7.325807502595773,3,5,1,3,0.0,7.325807502595773,1,0.6931471805599453,5,6,8,1,4,2,2003.0,2,588,3,3,3,5.225746673713202,4.948759890378168,0.0,0.0,0.0,0,2,4,2008,2,1,0.0,1.5,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.520887034998585
625,641,3,4.248495242049359,8.860924729719041,2,1,2,1,1,225500.0,3,2,4,7,5,2001,2001,2,3,2,1,0.0,4,3,3,4,3,1,6,6.6052979209482015,1,0.0,5.768320995793773,6.964135612418245,3,5,1,3,6.771935555839603,7.5652752818989315,3,0.6931471805599453,4,7,8,1,3,2,2001.0,3,650,3,3,3,0.0,5.4638318050256105,0.0,0.0,0.0,0,2,5,2007,2,1,1.0,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.328294703023396
626,642,3,4.330733340286331,9.536834420213351,2,1,2,1,1,141000.0,3,2,3,8,7,1972,1995,2,3,2,1,0.0,4,3,1,4,3,3,6,7.2520539518528135,1,0.0,6.297109319933934,7.577121930876678,3,4,1,3,6.558197802812269,7.902857191280582,4,0.6931471805599453,5,9,8,3,3,2,1972.0,3,538,3,3,3,5.598421958998375,4.718498871295094,0.0,0.0,0.0,3,2,7,2009,2,1,1.0,2.5,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12.75130259456002
627,643,3,4.394449154672439,9.286745703178589,2,1,2,1,1,182900.0,3,2,4,5,5,1969,1969,3,3,2,2,5.575949103146316,3,3,1,3,3,1,3,6.202535517187923,4,5.662960480135946,0.0,6.660575149839686,3,5,1,3,6.734591659972947,7.390798521735675,4,0.6931471805599453,3,7,7,0,0,2,1969.0,3,462,3,3,3,5.342334251964812,0.0,0.0,0.0,0.0,2,2,4,2007,2,1,0.0,2.5,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.931642378754141
628,644,3,4.4543472962535064,9.125653563808989,2,1,2,1,1,225500.0,3,2,3,9,5,2009,2009,2,2,3,3,5.093750200806762,5,3,3,5,3,2,6,7.022868086082642,1,0.0,6.470799503782603,7.477038472319696,3,5,1,3,0.0,7.477038472319696,2,0.6931471805599453,5,7,8,1,4,2,2009.0,3,478,3,3,3,5.278114659230517,4.875197323201151,0.0,0.0,0.0,0,2,10,2009,3,2,1.0,2.5,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.823631142839984
629,645,3,4.248495242049359,9.262078567380595,2,2,2,1,1,141000.0,3,2,3,6,5,1971,1971,3,3,2,1,0.0,3,3,1,3,3,1,5,5.645446897643237,2,3.58351893845611,6.499787040655853,6.889591308354466,3,3,1,3,0.0,6.889591308354466,3,0.6931471805599453,3,5,8,0,0,1,1979.0,1,576,3,3,3,0.0,5.746203190540153,3.7135720667043084,0.0,0.0,0,2,3,2007,2,1,1.0,1.5,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.872353615355413
630,646,3,4.110873864173311,8.881975184248867,2,1,2,1,1,141000.0,3,2,3,5,5,1950,1950,3,4,2,1,0.0,3,3,1,0,0,1,0,0.0,0,0.0,0.0,0.0,3,4,1,3,0.0,6.955592608396298,3,0.6931471805599453,3,7,7,0,0,1,1950.0,1,420,3,3,3,0.0,3.332204510175204,0.0,0.0,0.0,0,2,7,2008,2,1,0.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.495789479023493
631,647,3,4.4543472962535064,9.254644297532707,2,2,2,1,1,121250.0,3,2,3,6,5,1953,1953,3,4,2,3,5.37989735354046,3,3,1,3,3,2,3,6.2166061010848646,1,0.0,6.38856140554563,6.9985096422506015,3,5,1,3,0.0,6.9985096422506015,3,0.6931471805599453,3,5,8,2,4,2,1953.0,2,495,3,3,3,0.0,0.0,0.0,0.0,5.662960480135946,0,2,6,2008,2,1,0.0,1.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.951186847493474
632,648,3,4.262679877041316,8.94910546953925,2,1,2,1,1,141000.0,4,2,4,6,5,1966,1966,2,4,2,2,5.863631175598098,3,3,1,3,3,1,1,0.0,1,0.0,6.6293632534374485,6.6293632534374485,3,3,1,3,6.670766320845875,7.517520850603031,4,0.6931471805599453,3,7,8,1,3,2,1966.0,1,442,3,3,3,0.0,4.8283137373023015,5.37989735354046,0.0,0.0,0,2,6,2010,2,1,0.0,1.5,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11.951186847493474
633,650,3,4.189654742026425,9.002824076547672,2,1,2,1,1,225500.0,3,2,4,7,6,2007,2007,2,2,3,2,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.701960366002541,6.701960366002541,3,5,1,3,6.7381524945959566,7.418180822726788,3,0.6931471805599453,4,7,8,0,0,2,2007.0,2,562,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,5,2008,2,1,0.0,2.5,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.235393555399902
634,651,3,4.110873864173311,9.114379980830273,2,1,2,1,1,121250.0,1,2,4,4,5,1940,1950,2,4,2,1,0.0,3,3,1,3,3,2,1,0.0,1,0.0,6.628041376179532,6.628041376179532,3,3,1,3,6.628041376179532,7.320526962272741,4,0.6931471805599453,3,7,8,1,4,1,1940.0,1,296,2,1,2,4.795790545596741,0.0,0.0,0.0,0.0,3,2,10,2009,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11.58989576532275
635,652,3,4.262679877041316,9.076923258535832,2,1,2,1,1,197200.0,3,2,4,7,5,1996,1996,2,3,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.781057625936179,6.781057625936179,3,5,1,3,6.694562058521094,7.448333860897477,2,0.6931471805599453,4,7,8,1,3,2,1996.0,2,512,3,3,3,0.0,4.795790545596741,0.0,0.0,0.0,0,2,7,2009,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.160033942617154
636,653,2,4.110873864173311,9.241935933565934,1,1,2,1,1,106500.0,3,2,2,6,7,1906,1995,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.6293632534374485,6.6293632534374485,3,5,1,3,6.570882962339583,7.293017679772782,3,0.6931471805599453,3,7,8,0,0,1,1906.0,1,216,3,3,3,4.060443010546419,0.0,5.48063892334199,0.0,0.0,3,2,6,2008,2,1,0.0,1.0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.813037464800539
637,654,3,4.5217885770490405,9.25320827220336,2,2,2,1,1,301500.0,3,2,3,8,6,1995,1995,3,4,2,2,6.493753839851687,4,4,3,4,3,3,6,7.4366172652342275,1,0.0,6.025865973825314,7.654443226470112,3,5,1,3,0.0,7.656337166430182,2,0.6931471805599453,4,7,8,1,3,2,1995.0,3,839,3,3,3,5.468060141135132,3.8501476017100575,0.0,0.0,0.0,0,2,8,2008,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.765691290604373
638,655,2,3.0910424533583165,7.427144133408617,2,1,2,1,1,106000.0,3,1,4,6,5,1971,1971,2,4,2,2,5.945420608606575,3,3,1,3,3,1,1,0.0,1,0.0,6.26530121273771,6.26530121273771,3,3,1,3,6.3421214187211525,6.996681488176539,3,0.6931471805599453,3,6,8,0,0,1,1971.0,1,264,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,3,2010,2,1,0.0,1.5,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.385103457032141
639,656,3,4.290459441148391,9.211140052146748,2,2,2,1,1,141000.0,3,2,3,5,7,1959,2006,2,4,2,2,4.007333185232471,4,3,1,3,3,1,5,6.693323668269949,1,0.0,5.513428746164983,6.960347729101308,3,5,1,3,0.0,6.960347729101308,3,0.6931471805599453,4,5,8,0,0,2,1959.0,2,312,3,3,3,0.0,0.0,0.0,0.0,0.0,3,2,8,2008,2,1,1.0,1.5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.8879382384223
640,657,3,4.110873864173311,8.881975184248867,2,1,4,1,2,200624.0,3,2,4,7,6,1931,2000,2,4,2,1,0.0,3,2,1,4,3,1,1,0.0,1,0.0,6.655440350367647,6.655440350367647,3,3,1,3,6.480044561926652,7.315218389752975,3,0.6931471805599453,3,6,8,1,4,2,1931.0,2,270,3,3,2,0.0,0.0,4.727387818712341,0.0,0.0,3,2,2,2008,2,1,0.0,1.5,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.91170829631447
641,658,3,4.3694478524670215,9.770184705221707,2,1,2,1,1,141000.0,1,2,2,6,5,1948,1950,2,3,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.816735880594968,6.816735880594968,3,3,1,3,6.304448802421981,7.285506548522784,3,0.6931471805599453,3,6,8,1,4,2,1948.0,1,330,3,3,3,5.2626901889048865,0.0,0.0,0.0,0.0,0,2,1,2010,2,1,0.5,1.0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.487617913343598
642,659,3,4.330733340286331,9.204121072162266,2,1,2,1,1,121250.0,3,2,3,5,7,1964,1999,3,4,2,1,0.0,3,4,3,3,3,1,4,6.45833828334479,1,0.0,6.745236349484363,7.304515946460155,3,5,1,3,0.0,7.304515946460155,3,0.6931471805599453,3,7,8,0,0,1,1968.0,3,480,3,3,3,0.0,0.0,0.0,0.0,0.0,3,2,3,2009,2,1,1.0,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12.025755079404915
643,660,3,4.248495242049359,9.42424134192346,2,1,2,2,1,182900.0,3,2,4,7,7,1976,1976,2,3,2,2,5.455321115357702,3,3,1,4,3,1,1,0.0,1,0.0,6.677083461247137,6.677083461247137,3,3,1,3,6.677083461247137,7.568379267836523,3,0.6931471805599453,3,7,8,1,3,2,1976.0,2,550,3,3,3,0.0,4.736198448394496,5.5333894887275195,0.0,0.0,0,2,11,2007,2,1,0.0,2.5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.19552218463499
644,661,3,3.970291913552122,10.749141204810842,2,2,2,2,1,301500.0,3,2,4,8,7,1994,2005,3,3,2,2,6.2709884318582985,4,3,3,4,4,1,6,7.2167094867094566,3,5.198497031265826,4.48863636973214,7.396335293800808,3,5,1,3,6.637258031284458,7.803435056952168,4,0.6931471805599453,4,8,8,1,3,2,1994.0,2,711,3,3,3,6.249975242259482,4.343805421853683,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.5,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.904209855160255
645,662,3,4.795790545596741,9.514953305087943,2,1,2,1,1,141000.0,3,2,3,6,3,1968,1968,3,4,2,2,5.37989735354046,3,3,1,2,2,1,1,0.0,1,0.0,7.2392149737798075,7.2392149737798075,3,4,1,3,0.0,7.2392149737798075,2,0.6931471805599453,3,5,3,2,3,2,1968.0,2,576,3,3,3,0.0,0.0,5.484796933490656,0.0,0.0,0,2,7,2009,2,1,1.0,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.608244735642321
646,663,3,4.51085950651685,9.211639527707804,2,1,2,1,1,121250.0,3,2,2,4,5,1972,1972,2,3,2,1,0.0,3,3,1,4,3,2,4,6.825460036255307,3,5.198497031265826,3.6635616461296463,7.037905963447182,3,3,1,3,0.0,7.074963197966044,3,0.6931471805599453,3,6,8,0,0,1,1974.0,2,588,3,3,3,0.0,0.0,5.198497031265826,0.0,0.0,3,2,4,2008,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11.831386468789589
647,664,3,3.912023005428147,9.947360886980098,2,2,2,2,1,225500.0,3,2,3,8,5,2005,2006,2,3,2,1,0.0,4,3,3,5,3,2,6,7.451241684987676,1,0.0,5.877735781779639,7.639161171659173,3,5,1,3,0.0,7.648739788956242,1,0.6931471805599453,5,8,8,1,5,2,2005.0,3,1134,3,3,3,5.2626901889048865,5.5909869805108565,0.0,0.0,0.0,0,2,1,2006,3,2,1.0,1.5,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.955129822091816
648,665,3,4.672828834461906,9.323222529032854,2,2,2,1,1,181000.0,3,2,4,8,5,2000,2000,2,3,2,2,3.7135720667043084,4,3,3,4,3,1,1,0.0,1,0.0,7.249215057114389,7.249215057114389,3,5,1,3,6.180016653652572,7.5688956634069955,3,0.6931471805599453,4,7,8,1,3,2,2000.0,2,504,3,3,3,5.2417470150596435,4.8283137373023015,0.0,0.0,0.0,0,2,11,2006,2,1,0.0,2.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.348010479804225
649,666,3,4.248495242049359,9.822873848541883,2,2,2,1,1,141000.0,3,2,4,6,5,1965,1979,3,3,2,1,4.736198448394496,3,4,1,4,3,1,2,5.236441962829949,3,6.584791392385715,4.718498871295094,6.92951677076365,3,3,1,3,6.82001636467413,7.7752758464868625,3,0.6931471805599453,3,7,2,1,1,1,1965.0,1,596,3,3,3,0.0,5.583496308781699,0.0,0.0,0.0,0,2,8,2007,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11.767575435251748
650,667,3,4.189654742026425,9.002824076547672,2,1,2,1,1,184900.0,3,2,3,6,5,1994,1998,2,4,2,2,5.556828061699537,3,3,3,4,3,1,6,7.037905963447182,1,0.0,5.602118820879701,7.25063551189868,3,5,1,3,0.0,7.426549072397305,3,0.6931471805599453,4,7,8,1,2,2,1994.0,2,575,3,3,3,5.416100402204419,3.7612001156935615,0.0,0.0,0.0,0,2,10,2008,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.173037959397275
651,668,3,4.248495242049359,9.559305672844863,2,1,1,1,2,135000.0,3,2,3,5,6,1956,1987,2,2,2,1,0.0,3,3,1,3,3,1,3,6.8966943316227125,1,0.0,5.303304908059076,7.0808678966907825,3,4,1,3,0.0,7.271008538280992,3,0.6931471805599453,3,6,6,1,3,1,1999.0,1,576,3,3,3,5.720311776607412,0.0,0.0,0.0,0.0,0,2,11,2006,2,1,1.0,1.5,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12.031725210748633
652,669,3,4.394449154672439,9.358846580275406,2,1,2,1,1,200624.0,3,2,3,4,5,1922,1950,2,4,2,1,0.0,3,3,1,2,3,1,1,0.0,1,0.0,6.55250788703459,6.55250788703459,3,5,1,3,0.0,7.074116816197362,2,0.6931471805599453,2,5,8,1,4,1,1922.0,1,252,3,2,3,0.0,0.0,4.219507705176107,0.0,0.0,0,2,7,2006,2,1,0.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.831386468789589
653,670,3,4.174387269895637,9.063463176115423,2,1,2,1,1,197200.0,3,2,4,6,5,2005,2005,2,3,2,1,0.0,4,3,3,4,3,1,6,5.267858159063328,1,0.0,6.302618975744905,6.6052979209482015,3,5,1,3,6.6052979209482015,7.297768282531379,3,0.6931471805599453,4,7,8,0,0,2,2005.0,3,540,3,3,3,4.61512051684126,3.58351893845611,0.0,0.0,0.0,0,2,2,2009,2,1,1.0,2.5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.0639386420412
654,671,2,4.007333185232471,8.799360083179907,2,1,2,1,1,121250.0,1,2,4,6,6,1925,1950,1,4,2,1,0.0,3,4,1,3,3,1,4,6.313548046277095,1,0.0,4.804021044733257,6.511745329644728,3,3,0,3,6.511745329644728,7.22256601882217,3,0.6931471805599453,3,6,8,0,0,1,1930.0,1,300,3,3,3,4.997212273764115,0.0,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11.548302261270587
655,672,3,4.248495242049359,9.328212292571072,2,2,2,1,1,206000.0,3,2,3,6,6,1977,1977,2,3,2,1,0.0,4,3,1,4,3,1,5,6.643789733147672,1,0.0,6.091309882077698,7.0975488506147935,3,3,1,3,0.0,7.0975488506147935,3,0.6931471805599453,3,6,8,1,3,2,1977.0,2,546,3,3,3,5.293304824724492,3.7612001156935615,0.0,0.0,0.0,0,2,6,2006,2,1,1.0,1.5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.013706813470414
656,673,3,4.709530201312334,9.577965147101168,2,1,2,1,1,200624.0,3,2,3,6,7,1957,2004,3,2,3,2,4.672828834461906,3,3,3,3,3,1,6,7.079184394609668,1,0.0,5.676753802268282,7.298445101508148,3,5,1,3,0.0,7.517520850603031,3,0.6931471805599453,4,7,8,2,3,2,1957.0,3,416,3,3,3,0.0,4.477336814478207,0.0,0.0,5.303304908059076,0,2,6,2007,2,1,1.0,2.0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.458778882573533
657,674,3,4.394449154672439,9.12706745278236,2,1,2,1,1,141000.0,3,2,3,6,6,1965,1965,2,4,2,1,0.0,3,3,1,3,3,1,3,6.7945865808765,1,0.0,5.5012582105447265,7.036148493750536,3,3,1,3,0.0,7.036148493750536,3,0.6931471805599453,3,5,8,1,4,2,1965.0,2,384,3,3,3,6.056784013228625,0.0,0.0,0.0,0.0,0,2,7,2008,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.849404844423075
658,675,3,3.218875824868201,7.736307096548286,2,1,2,1,1,146000.0,3,1,4,6,6,1978,1978,2,3,2,1,0.0,3,3,1,3,3,1,5,5.7430031878094825,1,0.0,6.300785794663245,6.752270376141743,3,3,1,3,6.375024819828098,7.273786317844895,3,0.6931471805599453,3,7,8,1,3,2,1978.0,1,440,3,3,3,3.3672958299864737,0.0,0.0,0.0,0.0,0,2,4,2009,2,1,0.0,2.5,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.908346971208953
659,676,2,4.110873864173311,9.169622538697624,1,1,2,1,1,118250.0,3,2,4,4,2,1900,1950,2,2,2,1,0.0,3,3,1,3,2,1,1,0.0,1,0.0,6.99942246750796,6.99942246750796,2,2,0,3,6.522092798170153,7.4815557019095165,4,1.0986122886681098,3,8,6,0,0,2,1920.0,1,779,2,2,1,0.0,0.0,4.51085950651685,0.0,0.0,0,2,5,2006,2,1,1.0,2.0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11.373674891823535
